,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
68,Arraial do Cabo,75,BR,1538244000,78,-22.97,-42.02,78.80000000000001,8.268992099999998
373,Nador,20,MA,1538245800,78,35.17,-2.93,71.59999999999997,4.2155645999999996
135,Rosita,44,NI,1538246592,78,13.92,-84.4,83.17399999999992,3.3562379699999996
203,Los Llanos de Aridane,40,ES,1538245800,78,28.66,-17.92,75.19999999999999,8.268992099999998
457,Puerto Baquerizo Moreno,75,EC,1538244000,78,-0.9,-89.6,76.99999999999994,11.673871199999999
186,Salalah,20,OM,1538243400,78,17.01,54.1,78.80000000000001,4.2155645999999996
430,Buluang,20,PH,1538244000,78,10.47,123.98,80.59999999999997,2.4320565
297,Sotnikovskoye,0,RU,1538246644,78,45.0,43.79,57.164000000000044,5.46402027
157,Lagoa,20,PT,1538245800,78,37.14,-8.45,73.39999999999992,4.2155645999999996
304,Riberalta,75,BO,1538244000,78,-11.0,-66.08,82.39999999999992,6.647621099999999
30,Rio Grande,0,BR,1538244000,78,-32.03,-52.1,80.59999999999997,12.484556699999999
268,Praia da Vitoria,20,PT,1538244000,78,38.73,-27.07,71.59999999999997,10.571338919999999
257,Oranjemund,0,ZA,1538246630,78,-28.55,16.43,62.56400000000002,17.705371319999998
355,Loiza,75,PR,1538243760,77,18.43,-65.88,84.92000000000002,8.268992099999998
123,Kodiak,90,US,1538243580,77,39.95,-94.76,57.02000000000004,10.052500199999999
251,Victoria Point,75,AU,1538245800,77,-27.58,153.3,67.99999999999994,7.458306599999999
368,Noumea,20,NC,1538245800,77,-22.28,166.46,62.599999999999966,9.193173569999999
255,Talagang,0,PK,1538246630,77,32.92,72.41,68.95400000000001,4.1669234699999995
340,Solnechnyy,8,RU,1538246657,77,50.72,136.64,46.09400000000005,4.81547187
399,Siniscola,0,IT,1538245200,77,40.57,9.69,64.39999999999992,2.4320565
276,San Miguel,75,AR,1538244000,77,-34.54,-58.72,69.80000000000001,4.2155645999999996
1,Jamestown,0,AU,1538246549,77,-33.21,138.6,35.113999999999976,4.81547187
429,Bouca,8,CF,1538246683,76,6.51,18.28,80.47399999999999,2.30234682
151,Mnogovershinnyy,0,RU,1538246597,76,53.94,139.92,38.80400000000003,2.14020972
329,Pecanha,36,BR,1538246654,76,-18.55,-42.56,78.40400000000005,3.7615807199999995
205,Kruisfontein,0,ZA,1538246615,76,-34.0,24.73,63.37399999999997,13.408738169999998
446,Selje,68,NO,1538245200,76,62.05,5.35,51.799999999999955,19.9428633
501,North Platte,90,US,1538243580,76,41.12,-100.77,49.99999999999994,7.458306599999999
86,Dikson,56,RU,1538246577,76,73.51,80.55,44.92399999999998,17.462165669999997
408,Clonakilty,75,IE,1538245800,76,51.62,-8.87,51.799999999999955,4.2155645999999996
445,Agirish,68,RU,1538246689,76,61.92,63.02,41.68399999999997,5.788294469999999
520,Plouzane,0,FR,1538245800,76,48.38,-4.62,55.39999999999992,4.2155645999999996
309,Ibra,0,OM,1538246647,75,22.69,58.55,70.214,1.4105927699999998
230,Wageningen,90,NL,1538245500,75,51.98,5.66,48.19999999999993,2.4320565
232,Ganzhou,0,CN,1538246623,75,25.86,114.93,64.45400000000001,3.7615807199999995
208,Moose Factory,90,CA,1538244480,75,51.26,-80.61,42.799999999999955,10.052500199999999
261,Norman Wells,75,CA,1538244000,75,65.28,-126.83,31.999999999999943,5.8369355999999994
252,Broken Hill,0,AU,1538246629,75,-31.97,141.45,39.97399999999999,5.382951719999999
144,Portland,90,US,1538245560,75,45.52,-122.67,62.06,3.4048791
366,Artyshta,0,RU,1538246665,75,54.12,86.29,40.153999999999996,4.5722662199999995
469,Viru,48,EE,1538243400,75,57.74,26.74,40.99999999999994,7.458306599999999
274,Karratha,36,AU,1538246635,75,-20.74,116.85,63.55400000000003,7.08539127
407,Baykit,36,RU,1538246676,75,61.68,96.39,39.70400000000001,6.11256867
323,Dewa,0,IN,1538244000,74,27.04,81.17,80.59999999999997,2.4320565
395,Cidreira,0,BR,1538246673,74,-30.17,-50.22,80.20400000000001,11.21988732
432,Akhtubinsk,8,RU,1538246685,74,48.29,46.17,57.523999999999944,4.329060569999999
488,Portobelo,40,PA,1538245500,74,9.55,-79.65,85.99999999999994,5.8369355999999994
74,Hoshcha,0,UA,1538246574,74,50.6,26.67,43.033999999999935,4.81547187
77,Esna,88,RO,1538246574,74,45.2,27.57,57.07400000000001,16.57041162
131,Yellowknife,75,CA,1538244000,74,62.45,-114.38,33.799999999999955,8.268992099999998
149,Riohacha,40,CO,1538244000,74,11.54,-72.91,85.99999999999994,10.052500199999999
492,Camacari,40,BR,1538244000,74,-12.7,-38.32,82.39999999999992,9.241814699999999
154,Hamilton,40,BM,1538243700,74,32.3,-64.78,84.19999999999999,10.863185699999999
506,Makakilo City,1,US,1538244060,74,21.35,-158.09,82.04000000000002,3.4048791
115,Mareeba,20,AU,1538245800,73,-16.99,145.42,69.80000000000001,7.458306599999999
42,Alofi,36,NU,1538244000,73,-19.06,-169.92,75.19999999999999,7.458306599999999
458,Hyeres,0,FR,1538245800,72,43.12,6.14,66.19999999999999,2.4320565
190,Gat,32,SN,1538246611,72,14.69,-16.54,84.43399999999991,7.571802569999999
527,Auki,0,NG,1538246715,72,12.18,6.51,81.55400000000003,1.9780726199999998
371,Lida,8,BY,1538246666,72,53.9,25.3,40.603999999999985,4.08585492
18,Lompoc,90,US,1538243880,72,34.64,-120.46,67.99999999999994,4.49119767
94,Bredasdorp,0,ZA,1538244000,72,-34.53,20.04,60.80000000000001,9.241814699999999
415,Nieuwpoort,0,BE,1538245800,71,51.13,2.75,51.799999999999955,2.4320565
382,Alexandria,40,US,1538244900,71,31.31,-92.44,78.97999999999996,4.2155645999999996
515,Pitkyaranta,68,RU,1538246712,71,61.57,31.48,41.05400000000003,8.05821387
62,Tonder,0,DK,1538245200,71,54.93,8.87,53.599999999999966,7.458306599999999
526,Arroio Grande,32,BR,1538246715,71,-32.24,-53.09,80.38399999999996,15.192246269999998
334,Mursan,0,IN,1538246655,71,27.58,77.93,73.90400000000005,1.9780726199999998
133,Taltal,0,CL,1538246591,71,-25.41,-70.49,70.12399999999997,2.30234682
45,Hualmay,20,PE,1538246563,70,-11.1,-77.61,70.48399999999998,4.1669234699999995
5,Zavodouspenskoye,20,RU,1538244000,70,56.86,65.02,46.39999999999998,8.106855
539,Kaiu,0,EE,1538245200,70,59.01,25.06,44.599999999999966,7.458306599999999
484,Punto Fijo,20,VE,1538244000,70,11.69,-70.21,89.59999999999997,3.7615807199999995
79,Beloha,0,MG,1538246575,70,-25.17,45.06,73.54400000000004,9.355310669999998
265,Puerto Colombia,40,CO,1538244000,70,10.99,-74.96,89.59999999999997,6.647621099999999
103,Bathsheba,40,BB,1538244000,70,13.22,-59.52,85.99999999999994,14.105927699999999
524,Alta Floresta,24,BR,1538246714,69,-9.87,-56.08,87.584,2.0591411699999997
411,Jatai,0,IN,1538246678,69,28.97,76.18,75.79400000000004,2.14020972
99,Camacha,40,PT,1538245800,69,33.08,-16.33,73.39999999999992,6.647621099999999
111,Punta Arenas,75,CL,1538244000,69,-53.16,-70.91,39.19999999999993,5.0262500999999995
353,Touros,8,BR,1538246661,69,-5.2,-35.46,84.25399999999996,11.787367169999998
13,Pangnirtung,90,CA,1538244300,69,66.15,-65.72,35.599999999999966,11.673871199999999
137,Puerto Ayora,40,EC,1538244000,69,-0.74,-90.35,78.80000000000001,14.105927699999999
178,Zhezkazgan,0,KZ,1538246607,69,47.8,67.71,42.313999999999965,3.6805121699999996
272,Constitucion,90,MX,1538243940,68,23.99,-104.67,66.19999999999999,3.4048791
356,Vila Franca do Campo,20,PT,1538245800,68,37.72,-25.43,69.80000000000001,10.863185699999999
241,Nuevo Progreso,1,US,1538244900,68,26.05,-97.95,84.02000000000004,4.2155645999999996
105,Fortuna,0,ES,1538245800,68,38.18,-1.13,75.19999999999999,3.2751694199999997
180,Avarua,75,CK,1538244000,68,-21.21,-159.78,71.59999999999997,2.4320565
195,Puerto Madryn,0,AR,1538246612,68,-42.77,-65.04,60.40400000000005,4.65333477
470,Kargasok,92,RU,1538246696,68,59.06,80.87,49.24400000000003,8.463556619999999
218,Valentin Gomez Farias,90,MX,1538243940,68,24.05,-104.7,66.19999999999999,3.4048791
12,Saint-Philippe,20,CA,1538244900,67,45.36,-73.48,62.23999999999995,5.8369355999999994
514,Nova Prata,0,BR,1538246711,67,-28.78,-51.61,82.00399999999996,8.544625169999998
197,Malumfashi,0,NG,1538246612,67,11.79,7.62,80.74400000000009,2.70768957
320,Krasnokholm,8,RU,1538246651,67,51.6,54.16,54.73399999999998,6.11256867
284,Maua,80,KE,1538246639,67,0.23,37.94,67.964,5.62615737
273,Kaabong,8,UG,1538246635,66,3.51,34.14,68.95400000000001,3.6805121699999996
367,Acapulco,75,MX,1538243040,66,16.86,-99.88,87.80000000000001,3.4048791
236,Burns Lake,0,CA,1538246624,66,54.23,-125.76,39.523999999999944,7.81500822
221,Canyon,40,US,1538244900,66,34.98,-101.92,71.06,11.673871199999999
444,Pocone,76,BR,1538246688,66,-16.26,-56.62,88.844,3.1941008699999998
127,Puerto Escondido,20,MX,1538243100,66,15.86,-97.07,87.80000000000001,6.647621099999999
95,Broome,0,GB,1538245200,66,52.47,1.45,55.21999999999997,3.4048791
305,Amazar,88,RU,1538246646,66,53.86,120.88,41.41399999999999,2.78875812
379,Belfast,8,GB,1538245200,66,54.6,-5.93,53.599999999999966,7.458306599999999
452,Norwich,0,GB,1538245200,66,52.63,1.29,55.21999999999997,3.4048791
310,Xining,92,CN,1538246648,65,36.62,101.77,33.313999999999965,1.8970040699999997
23,Bahia Honda,56,CU,1538246556,65,22.9,-83.16,87.67399999999992,6.68004852
333,Guadalupe,75,MX,1538244360,65,25.68,-100.26,78.80000000000001,5.8369355999999994
204,Tautira,20,PF,1538245800,65,-17.73,-149.15,78.80000000000001,5.8369355999999994
517,Vadso,32,NO,1538245200,64,70.07,29.75,33.799999999999955,17.5108068
314,Duxbury,75,US,1538244900,64,42.04,-70.67,73.94,2.38341537
100,Conde,0,BR,1538246581,64,-11.81,-37.61,84.70400000000001,7.81500822
182,Ilulissat,75,GL,1538243400,64,69.22,-51.1,35.599999999999966,12.484556699999999
188,Iracoubo,36,GF,1538246610,64,5.48,-53.21,87.31400000000002,5.05867752
191,Thompson,75,CA,1538244000,64,55.74,-97.86,39.19999999999993,8.268992099999998
419,Shasta Lake,90,US,1538244660,64,40.68,-122.36,62.96000000000009,3.4048791
202,Geraldton,90,CA,1538244000,64,49.72,-86.95,33.799999999999955,5.0262500999999995
477,Luderitz,0,NA,1538246699,64,-26.65,15.16,66.70400000000001,7.40966547
499,Mackay,90,CA,1538246220,63,53.65,-115.58,35.599999999999966,3.4048791
510,Shitanjing,44,CN,1538246710,63,39.23,106.34,32.68399999999997,2.0591411699999997
482,Sirnak,0,TR,1538246700,63,37.52,42.46,48.97399999999999,1.16738712
543,San Carlos del Zulia,75,VE,1538244000,63,9.0,-71.91,91.39999999999992,2.30234682
226,Jutai,48,BR,1538246621,63,-1.71,-47.89,89.47399999999999,4.81547187
201,Goppingen,0,DE,1538245200,62,48.7,9.65,51.799999999999955,2.4320565
338,Salinas,1,US,1538243700,62,36.67,-121.66,66.19999999999999,8.268992099999998
2,Nantucket,1,US,1538244900,62,41.28,-70.1,71.9600000000001,9.241814699999999
153,Esperance,40,TT,1538244000,62,10.24,-61.45,89.59999999999997,8.268992099999998
473,Sao Gabriel da Cachoeira,40,BR,1538244000,62,-0.13,-67.09,87.80000000000001,2.4320565
404,Anori,24,BR,1538246676,62,-3.74,-61.66,89.74400000000009,4.41012912
474,Saint-Francois,0,FR,1538245800,62,46.42,3.91,58.99999999999994,1.621371
335,Soimi,0,RO,1538245800,62,46.68,22.12,51.799999999999955,5.8369355999999994
296,Mitsamiouli,40,KM,1538244000,61,-11.38,43.28,80.59999999999997,2.4320565
176,Dubuque,90,US,1538246100,61,42.5,-90.66,51.799999999999955,4.2155645999999996
498,Carutapera,0,BR,1538246706,61,-1.2,-46.02,87.584,10.165996169999998
464,Douentza,80,ML,1538246694,61,15.01,-2.95,84.88399999999996,2.4644839199999997
431,Makat,8,KZ,1538246684,61,47.65,53.35,52.033999999999935,1.73486697
302,Assiniboia,36,CA,1538246645,61,49.63,-105.99,45.644000000000005,4.1669234699999995
462,Stonewall,75,CA,1538244000,60,50.13,-97.33,42.799999999999955,2.4320565
234,Bloomsburg,75,US,1538243760,60,41.0,-76.45,70.16000000000003,6.647621099999999
81,Muros,0,ES,1538245800,60,42.77,-9.06,75.19999999999999,4.2155645999999996
78,Nikolskoye,40,RU,1538244000,60,59.7,30.79,42.799999999999955,6.485484
332,Coos Bay,90,US,1538244900,60,43.37,-124.22,66.02000000000004,3.4048791
502,Coihaique,90,CL,1538244000,60,-45.58,-72.07,39.19999999999993,3.4048791
166,Athens,40,US,1538244900,60,34.8,-86.97,81.49999999999994,5.0262500999999995
32,Ribeira Grande,20,PT,1538245800,60,38.52,-28.7,71.59999999999997,9.241814699999999
146,Jamsa,90,FI,1538245200,60,61.86,25.19,42.799999999999955,13.295242199999999
155,San Agustin,20,VE,1538246599,60,10.2,-63.54,84.52399999999994,1.8970040699999997
69,Saint-Paul,0,FR,1538245800,59,45.22,1.9,62.599999999999966,4.2155645999999996
505,Iquique,0,CL,1538244000,59,-20.22,-70.14,66.19999999999999,7.458306599999999
459,Bolotnoye,8,RU,1538246693,59,55.67,84.39,46.54400000000004,7.733939669999999
159,Pueblo Nuevo,0,MX,1538246600,59,23.99,-106.96,89.38399999999996,2.30234682
295,Fort Nelson,75,CA,1538244000,59,58.81,-122.69,33.799999999999955,4.2155645999999996
72,Vila,0,IT,1538245200,59,45.18,8.4,66.19999999999999,0.8106855
175,Sainte-Rose,20,CA,1538244000,59,45.61,-73.79,60.80000000000001,5.8369355999999994
198,East London,40,ZA,1538244000,59,-33.02,27.91,62.599999999999966,6.647621099999999
228,Zeya,8,RU,1538246622,59,53.74,127.27,42.313999999999965,4.08585492
398,Sinegorskiy,68,RU,1538246674,59,48.01,40.84,59.23399999999998,5.46402027
339,Eureka,90,US,1538246100,59,40.8,-124.16,66.92000000000002,7.458306599999999
294,Matara,40,PE,1538244000,59,-13.74,-72.9,60.80000000000001,14.105927699999999
269,Pacifica,75,US,1538243760,58,37.61,-122.49,69.97999999999996,5.0262500999999995
389,Ciudad Bolivar,0,VE,1538246671,58,8.12,-63.55,92.98399999999998,8.382488069999999
145,Panama City,1,US,1538243760,58,30.16,-85.65,89.23999999999995,3.4048791
63,Laguna,75,MX,1538242860,58,27.52,-110.01,87.80000000000001,4.2155645999999996
250,Teguldet,20,RU,1538246628,57,57.31,88.17,47.983999999999924,5.545088819999999
231,Ouahigouya,44,BF,1538246623,57,13.58,-2.42,86.77399999999994,2.22127827
200,Mayor Pablo Lagerenza,76,PY,1538246613,57,-19.93,-60.77,91.45400000000001,15.597589019999997
220,Lexington,1,US,1538244600,57,38.05,-84.5,73.94,4.2155645999999996
287,Wanning,0,AT,1538245200,57,48.64,13.53,49.99999999999994,4.2155645999999996
277,Concepcion del Oro,68,MX,1538246637,56,24.63,-101.42,70.39400000000006,2.62662102
490,Emiliano Zapata,0,MX,1538246703,56,20.23,-89.47,91.54400000000004,3.6805121699999996
426,Flin Flon,75,CA,1538244000,55,54.77,-101.88,39.19999999999993,10.052500199999999
107,Kourou,20,GF,1538244000,55,5.16,-52.64,91.39999999999992,10.052500199999999
421,Pochutla,40,MX,1538243280,55,15.74,-96.47,91.39999999999992,5.0262500999999995
422,San Patricio,8,PY,1538246681,55,-26.98,-56.83,91.18399999999991,7.571802569999999
518,Slave Lake,90,CA,1538244000,55,55.28,-114.77,33.799999999999955,6.647621099999999
342,Venice,20,US,1538244900,55,27.1,-82.45,91.94,9.241814699999999
126,Bose,0,IT,1538245200,55,45.46,8.01,66.19999999999999,5.0262500999999995
25,Spirit River,75,CA,1538244000,55,55.78,-118.84,33.799999999999955,5.8369355999999994
315,Cayenne,20,GF,1538244000,55,4.94,-52.33,91.39999999999992,10.052500199999999
483,Madison,90,US,1538246100,54,43.07,-89.38,53.599999999999966,2.4320565
172,Cururupu,0,BR,1538246605,54,-1.82,-44.87,90.37399999999997,9.760653419999999
169,Huarmey,0,PE,1538246604,54,-10.07,-78.15,73.90400000000005,2.8698266699999997
167,Ambon,0,FR,1538245800,54,47.55,-2.56,58.99999999999994,4.2155645999999996
454,Sterling,75,US,1538244900,53,39.0,-77.4,78.26000000000005,3.3562379699999996
349,Hami,92,CN,1538246660,53,42.84,93.51,53.20400000000001,5.62615737
199,Scottsbluff,1,US,1538243580,53,41.87,-103.67,60.97999999999996,5.0262500999999995
73,Old Saybrook,20,US,1538244900,53,41.29,-72.38,73.04000000000002,2.62662102
136,Port Elizabeth,1,US,1538243760,53,39.31,-74.98,76.99999999999994,4.2155645999999996
88,New Norfolk,75,AU,1538245800,53,-42.78,147.06,51.799999999999955,11.673871199999999
116,Hobart,75,AU,1538245800,53,-42.88,147.33,51.799999999999955,11.673871199999999
117,Abu Dhabi,0,AE,1538244000,52,24.47,54.37,91.39999999999992,4.2155645999999996
417,Belmonte,0,PT,1538246680,52,40.36,-7.35,73.36399999999998,1.81593552
341,Saint-Augustin,0,FR,1538245800,52,44.83,-0.61,66.19999999999999,4.2155645999999996
70,Brigantine,20,US,1538243760,51,39.41,-74.36,76.99999999999994,3.4048791
306,Xihua,56,CN,1538246647,51,33.79,114.53,60.67399999999992,7.49073402
52,Esmeraldas,75,BR,1538244000,51,-19.76,-44.31,84.19999999999999,10.052500199999999
282,Sioux Lookout,75,CA,1538244000,51,50.1,-91.92,37.39999999999998,7.458306599999999
173,Vardo,40,US,1538244900,51,39.62,-77.74,76.99999999999994,7.458306599999999
317,Saint-Denis,0,FR,1538245800,50,48.94,2.36,57.19999999999999,4.2155645999999996
57,Albany,75,US,1538243640,50,42.65,-73.75,66.02000000000004,8.268992099999998
106,Ponta do Sol,92,BR,1538246584,50,-20.63,-46.0,82.99400000000009,3.6805121699999996
49,Kondoa,0,TZ,1538246565,50,-4.91,35.78,69.40400000000005,9.43637922
266,Biltine,0,TD,1538246633,50,14.53,20.93,83.53399999999993,2.8698266699999997
357,Mandera,32,ET,1538246662,49,3.94,41.86,85.78399999999993,9.43637922
16,Hermanus,0,ZA,1538246554,49,-34.42,19.24,59.414000000000044,3.59944362
361,Villa del Rosario,20,CO,1538244000,49,7.83,-72.47,91.39999999999992,8.268992099999998
391,Manville,1,US,1538244900,49,40.54,-74.59,75.92000000000002,4.2155645999999996
303,Qaqortoq,40,GL,1538243400,48,60.72,-46.03,40.99999999999994,6.647621099999999
475,Narsaq,40,GL,1538243400,48,60.91,-46.05,40.99999999999994,6.647621099999999
56,Souillac,0,FR,1538245800,48,45.6,-0.6,66.19999999999999,5.0262500999999995
406,Itaituba,20,BR,1538244000,47,-4.26,-55.99,96.80000000000001,6.647621099999999
434,Poum,0,MK,1538246685,47,41.28,20.71,53.834,2.38341537
98,Saldanha,0,PT,1538246581,47,41.42,-6.55,73.90400000000005,1.73486697
450,Bestobe,0,KZ,1538246618,47,52.5,73.1,52.664000000000044,9.11210502
365,Adre,0,TD,1538246664,46,13.47,22.2,79.93399999999991,4.81547187
54,Puerto Leguizamo,20,CO,1538246566,46,-0.19,-74.78,95.23399999999998,2.30234682
507,Vanderhoof,0,CA,1538246709,46,54.02,-124.02,39.97399999999999,7.81500822
216,Zhangye,0,CN,1538246618,46,38.94,100.46,39.97399999999999,5.30188317
129,Mar del Plata,64,AR,1538246590,45,-46.43,-67.52,56.80400000000003,11.21988732
530,Timbuktu,76,ML,1538246716,44,16.77,-3.01,91.18399999999991,3.1941008699999998
393,Lazaro Cardenas,20,MX,1538242800,44,28.39,-105.62,78.80000000000001,4.2155645999999996
509,Itarantim,0,BR,1538246709,43,-15.65,-40.06,87.76399999999995,6.59897997
437,Carauari,20,BR,1538246686,43,-4.88,-66.9,97.75399999999996,2.8698266699999997
508,Thohoyandou,0,ZA,1538246709,43,-22.97,30.46,70.214,11.46309297
410,Dire,12,ET,1538246677,42,9.18,38.92,57.70400000000001,5.545088819999999
443,Aripuana,0,BR,1538246688,42,-9.17,-60.63,96.584,2.30234682
83,Zhanaozen,64,KZ,1538246576,42,43.35,52.85,67.60399999999998,7.977145319999999
89,Lebu,12,ET,1538246578,42,8.96,38.73,57.70400000000001,5.545088819999999
319,Cesinovo,0,MK,1538245800,42,41.87,22.29,62.599999999999966,3.4048791
75,Fort Morgan,0,US,1538245200,42,40.25,-103.8,62.599999999999966,5.8369355999999994
246,Dobrusevo,0,MK,1538246627,41,41.17,21.48,58.69400000000002,5.382951719999999
372,Dubbo,0,AU,1538245800,41,-32.25,148.6,42.799999999999955,9.241814699999999
59,Mount Isa,0,AU,1538245800,40,-20.73,139.49,75.19999999999999,6.647621099999999
376,Valparaiso,75,US,1538244900,39,41.47,-87.06,62.06,4.2155645999999996
423,Barmer,0,IN,1538246682,39,25.74,71.4,76.334,1.9780726199999998
38,Tasiilaq,20,GL,1538243400,38,65.61,-37.64,39.19999999999993,5.0262500999999995
351,Jinchang,80,CN,1538246660,37,38.52,102.19,44.023999999999944,4.5722662199999995
374,Nalut,0,LY,1538246667,37,31.86,10.98,68.41400000000004,3.11303232
516,Ketchikan,1,US,1538243760,37,55.34,-131.65,62.06,9.241814699999999
428,Alice Springs,0,AU,1538245800,37,-23.7,133.88,57.19999999999999,8.544625169999998
409,Miranda,20,CO,1538244000,36,3.25,-76.23,91.39999999999992,5.0262500999999995
519,Diffa,0,NE,1538246713,36,13.32,12.61,89.38399999999996,4.1669234699999995
242,Dutlwe,76,BW,1538246626,35,-23.98,23.93,75.79400000000004,4.329060569999999
402,Kisanga,8,CD,1538246675,35,-11.72,27.4,73.63399999999996,4.89654042
436,Iracemapolis,40,BR,1538244000,35,-22.58,-47.52,87.80000000000001,5.0262500999999995
523,Ayacucho,20,PE,1538244000,34,-13.16,-74.23,78.80000000000001,2.4320565
240,Acari,0,BR,1538246625,33,-6.44,-36.64,92.084,7.733939669999999
0,Yumen,76,CN,1538246549,31,40.29,97.04,49.603999999999985,6.193637219999999
325,Yulara,32,AU,1538244000,30,-25.24,130.99,67.99999999999994,12.484556699999999
24,Pisco,0,PE,1538244000,30,-13.71,-76.2,71.59999999999997,7.458306599999999
542,Durusu,0,TR,1538245200,29,37.53,40.83,78.80000000000001,3.4048791
162,San Cristobal,40,EC,1538244000,28,-0.39,-78.55,71.59999999999997,7.458306599999999
299,Pianco,20,BR,1538246644,28,-7.2,-37.93,95.50399999999996,3.3562379699999996
177,Prince Rupert,1,CA,1538244000,26,54.32,-130.32,60.80000000000001,10.863185699999999
227,Buique,8,BR,1538246621,26,-8.62,-37.16,92.084,3.84264927
347,Vryburg,0,ZA,1538246659,25,-26.96,24.73,67.51399999999995,5.382951719999999
120,Adrar,0,DZ,1538244000,24,27.87,-0.29,89.59999999999997,2.4644839199999997
537,Barra,0,BR,1538246719,24,-11.09,-43.14,97.03399999999993,5.545088819999999
152,Bethanien,0,NA,1538246597,24,-26.5,17.16,72.55400000000003,4.41012912
511,Agadez,20,NE,1538244000,23,16.97,7.99,98.59999999999997,6.647621099999999
414,Turayf,0,SA,1538244000,22,31.68,38.65,80.59999999999997,6.647621099999999
380,Opuwo,0,NA,1538246668,21,-18.06,13.84,76.964,3.3562379699999996
260,Arlit,12,NE,1538246631,17,18.74,7.39,91.36399999999998,0.51883872
291,Kerman,0,IR,1538244000,14,30.29,57.06,62.599999999999966,3.4048791
263,Fairbanks,20,US,1538243760,12,64.84,-147.72,42.620000000000005,4.2155645999999996
102,Carnarvon,0,ZA,1538246582,11,-30.97,22.13,53.834,4.1669234699999995
467,Kalispell,90,US,1538243700,9,48.2,-114.32,48.02000000000004,16.7001213
528,Springbok,0,ZA,1538246716,9,-29.67,17.88,60.853999999999985,4.65333477
223,Riyadh,0,SA,1538244000,6,24.63,46.72,87.80000000000001,5.0262500999999995
